asset,reg_date,locked,lock_date,traded,trade_date,completed,complete_date,divisible,tokens_issued,tokens_destroyed,token_supply
HEKET,2017-03-26,1,2017-03-26,1,2017-03-27,1,2017-03-27,0,128.0,0.0,128.0
FIGHTPEPE,2017-03-26,1,2017-03-26,1,2017-03-27,1,2017-03-27,0,100.0,0.0,100.0
BILLNTEDPEPE,2017-02-24,1,2017-03-27,1,2017-03-28,1,2017-03-28,0,255.0,0.0,255.0
PEPERAMBO,2017-03-03,1,2017-03-03,1,2017-03-28,1,2017-03-28,0,100.0,0.0,100.0
PEPEHOFFMAN,2017-03-13,1,2017-03-27,1,2017-03-28,1,2017-03-28,0,101.0,0.0,101.0
MODERNPEPE,2017-03-19,1,2017-03-22,1,2017-03-28,1,2017-03-28,0,100.0,0.0,100.0
WARRIORPEPE,2017-03-25,1,2017-03-25,1,2017-03-28,1,2017-03-28,0,200.0,0.0,200.0
GENOFLIGHT,2016-12-01,1,2016-12-02,1,2017-03-29,1,2017-03-29,0,1000.0,0.0,1000.0
LUPEPEN,2017-02-23,1,2017-03-04,1,2017-03-29,1,2017-03-29,0,100.0,0.0,100.0
BOYZIIPEPE,2017-03-24,1,2017-03-29,1,2017-03-29,1,2017-03-29,0,1989.0,0.0,1989.0
TOWEROFPEPE,2017-03-27,1,2017-03-27,1,2017-03-29,1,2017-03-29,0,1173.0,0.0,1173.0
SANOMAYAVIX,2016-12-12,1,2016-12-12,1,2017-03-30,1,2017-03-30,1,1000.0,0.0,1000.0
KEKRELOADED,2017-02-16,1,2017-03-07,1,2017-03-30,1,2017-03-30,0,777.0,0.0,777.0
BULBAPEPECRD,2017-03-10,1,2017-03-10,1,2017-03-30,1,2017-03-30,0,200.0,0.0,200.0
DJASANYANBG,2017-03-14,1,2017-03-14,1,2017-03-30,1,2017-03-30,0,500.0,0.0,500.0
PEPEHARDTALK,2017-03-26,1,2017-03-26,1,2017-03-30,1,2017-03-30,0,500.0,0.0,500.0
DRDIRTYPEPE,2017-03-28,1,2017-03-29,1,2017-03-30,1,2017-03-30,0,400.0,0.0,400.0
PEPEDOTS,2017-03-28,1,2017-03-28,1,2017-03-30,1,2017-03-30,0,1234.0,0.0,1234.0
PEPEMINO,2017-03-29,1,2017-03-29,1,2017-03-30,1,2017-03-30,0,200.0,0.0,200.0
PEPEVOLUTION,2017-03-29,1,2017-03-29,1,2017-03-30,1,2017-03-30,0,100.0,0.0,100.0
SPIRITPEPE,2017-03-29,1,2017-03-29,1,2017-03-30,1,2017-03-30,0,100.0,0.0,100.0
PEPEBEARD,2017-03-30,1,2017-03-30,1,2017-03-30,1,2017-03-30,0,500.0,0.0,500.0
MIZUKIVIX,2016-12-12,1,2016-12-12,1,2017-03-31,1,2017-03-31,1,1000.0,0.0,1000.0
SIRAHOSIVIX,2016-12-12,1,2016-12-12,1,2017-03-31,1,2017-03-31,1,1000.0,0.0,1000.0
PEPEFREQ,2017-01-27,1,2017-02-02,1,2017-03-31,1,2017-03-31,0,432.0,0.0,432.0
PEPEKYRIE,2017-03-08,1,2017-03-10,1,2017-03-31,1,2017-03-31,0,200.0,0.0,200.0
PEPEDZILLA,2017-03-11,1,2017-03-12,1,2017-03-31,1,2017-03-31,0,200.0,0.0,200.0
OBEYPEPE,2017-03-25,1,2017-03-29,1,2017-03-31,1,2017-03-31,0,191.0,0.0,191.0
BADASSPEPE,2017-03-29,1,2017-03-29,1,2017-03-31,1,2017-03-31,0,300.0,0.0,300.0
PEPETERROR,2017-03-29,1,2017-03-29,1,2017-03-31,1,2017-03-31,0,180.0,0.0,180.0
ERDOPEPEGAN,2017-03-30,1,2017-03-30,1,2017-03-31,1,2017-03-31,0,414.0,0.0,414.0
PUREPEPE,2017-03-30,1,2017-03-30,1,2017-03-31,1,2017-03-31,0,100.0,0.0,100.0
MERKLETREEPE,2017-03-30,1,2017-03-30,1,2017-03-31,1,2017-03-31,0,333.0,0.0,333.0
PEPEGAIA,2017-03-23,1,2017-03-27,1,2017-04-01,1,2017-04-01,0,108.0,0.0,108.0
KEKTOPUS,2017-03-23,1,2017-03-30,1,2017-04-01,1,2017-04-01,0,358.0,0.0,358.0
LIBERPEPE,2017-03-29,1,2017-03-29,1,2017-04-01,1,2017-04-01,0,111.0,0.0,111.0
SEGWTPEPE,2017-03-30,1,2017-03-30,1,2017-04-01,1,2017-04-01,0,400.0,0.0,400.0
PEPEATARI,2017-01-27,1,2017-02-02,1,2017-04-02,1,2017-04-02,0,2600.0,0.0,2600.0
MELANCHOLIA,2017-03-29,1,2017-03-29,1,2017-04-02,1,2017-04-02,0,132.0,0.0,132.0
PEPEMARKET,2017-03-29,1,2017-03-29,1,2017-04-02,1,2017-04-02,0,100.0,0.0,100.0
PEPERUSSIAN,2017-03-30,1,2017-03-31,1,2017-04-02,1,2017-04-02,0,101.0,0.0,101.0
DJASANYANVIX,2016-12-12,1,2016-12-12,1,2017-04-03,1,2017-04-03,1,1000.0,0.0,1000.0
YAMAGUCHIABG,2017-03-14,1,2017-03-14,1,2017-04-03,1,2017-04-03,0,500.0,0.0,500.0
SHIRAHOSHIBG,2017-03-14,1,2017-03-14,1,2017-04-03,1,2017-04-03,0,500.0,0.0,500.0
GNUPEPE,2017-03-27,1,2017-03-27,1,2017-04-03,1,2017-04-03,0,1500.0,0.0,1500.0
PEPEACE,2017-04-01,1,2017-04-01,1,2017-04-03,1,2017-04-03,0,110.0,0.0,110.0
IRONMANPEPE,2017-01-03,1,2017-02-27,1,2017-04-04,1,2017-04-04,0,111.0,0.0,111.0
CHIKARINBG,2017-03-14,1,2017-03-14,1,2017-04-04,1,2017-04-04,0,500.0,0.0,500.0
LEIAPEPE,2017-03-22,1,2017-03-22,1,2017-04-04,1,2017-04-04,0,100.0,0.0,100.0
HIPPIEPEPE,2017-03-31,1,2017-03-31,1,2017-04-04,1,2017-04-04,0,100.0,0.0,100.0
FORKCARD,2017-04-03,1,2017-04-03,1,2017-04-05,1,2017-04-05,0,600.0,0.0,600.0
SECRETPEPE,2016-11-18,1,2016-11-18,1,2017-04-06,1,2017-04-06,0,109.0,0.0,109.0
WOODMONSTER,2017-03-13,1,2017-03-13,1,2017-04-07,1,2017-04-07,0,1200.0,0.0,1200.0
RUMIRUMIBG,2017-03-14,1,2017-03-14,1,2017-04-07,1,2017-04-07,0,500.0,0.0,500.0
HEVITOKEN,2017-03-27,1,2017-03-27,1,2017-04-07,1,2017-04-07,0,160.0,0.0,160.0
WITCHBLADE,2017-03-30,1,2017-04-01,1,2017-04-08,1,2017-04-08,0,333.0,0.0,333.0
KINOBG,2017-03-14,1,2017-03-14,1,2017-04-09,1,2017-04-09,0,500.0,0.0,500.0
ITSUKIBG,2017-03-14,1,2017-03-14,1,2017-04-09,1,2017-04-09,0,500.0,0.0,500.0
MISSPEPE,2017-03-23,1,2017-03-23,1,2017-04-09,1,2017-04-09,0,1000.0,0.0,1000.0
ICHARLOTTEBG,2017-03-14,1,2017-03-14,1,2017-04-11,1,2017-04-11,0,500.0,0.0,500.0
PEPECHAININ,2017-03-28,1,2017-03-28,1,2017-04-15,1,2017-04-15,0,420.0,0.0,420.0
XEMURAI,2017-04-04,1,2017-04-06,1,2017-04-17,1,2017-04-17,0,300.0,0.0,300.0
THEDAODEAD,2017-04-04,1,2017-04-04,1,2017-04-17,1,2017-04-17,0,100.0,0.0,100.0
THEGODTANU,2017-04-07,1,2017-04-07,1,2017-04-17,1,2017-04-17,0,100.0,0.0,100.0
GOXANDTHEDAO,2017-04-07,1,2017-04-08,1,2017-04-17,1,2017-04-17,0,100.0,0.0,100.0
MINERB,2017-04-09,1,2017-04-09,1,2017-04-17,1,2017-04-17,0,1000.0,0.0,1000.0
BITCOINGIRL,2017-04-09,1,2017-04-09,1,2017-04-17,1,2017-04-17,0,1000.0,0.0,1000.0
MONACOINGIRL,2017-04-09,1,2017-04-09,1,2017-04-17,1,2017-04-17,0,1000.0,0.0,1000.0
BIGONESTEP,2017-04-16,1,2017-04-16,1,2017-04-17,1,2017-04-17,0,300.0,0.0,300.0
ORIGINOFMC,2017-04-12,1,2017-04-14,1,2017-04-18,1,2017-04-18,0,100.0,0.0,100.0
KOJITHECUPID,2017-04-09,1,2017-04-15,1,2017-04-19,1,2017-04-19,0,777.0,0.0,777.0
MONASEGWIT,2017-04-16,1,2017-04-16,1,2017-04-19,1,2017-04-19,0,100.0,0.0,100.0
PEPERIVETER,2017-02-25,1,2017-03-11,1,2017-04-21,1,2017-04-21,0,100.0,0.0,100.0
TOTHEMOONCD,2017-04-16,1,2017-04-16,1,2017-04-21,1,2017-04-21,0,500.0,300.0,200.0
MIKEHEARNALT,2017-04-08,1,2017-04-08,1,2017-04-22,1,2017-04-22,0,317.0,0.0,317.0
KAORIBG,2017-03-14,1,2017-03-14,1,2017-04-23,1,2017-04-23,0,500.0,0.0,500.0
RURUBG,2017-03-14,1,2017-03-14,1,2017-04-23,1,2017-04-23,0,500.0,0.0,500.0
CRYSTALIBUR,2017-03-23,1,2017-04-24,1,2017-04-26,1,2017-04-26,0,200.0,0.0,200.0
RIPPLEGIRL,2017-04-09,1,2017-04-09,1,2017-04-26,1,2017-04-26,0,1000.0,0.0,1000.0
MONEROGIRL,2017-04-09,1,2017-04-09,1,2017-04-26,1,2017-04-26,0,1000.0,0.0,1000.0
ETHEREUMGIRL,2017-04-09,1,2017-04-09,1,2017-04-26,1,2017-04-26,0,1000.0,0.0,1000.0
ECOBITMAN,2017-04-18,1,2017-04-18,1,2017-04-26,1,2017-04-26,0,100.0,0.0,100.0
THEFINTECH,2017-04-04,1,2017-04-06,1,2017-04-27,1,2017-04-27,0,100.0,0.0,100.0
QUANTUMPC,2017-04-06,1,2017-04-07,1,2017-04-27,1,2017-04-27,0,100.0,0.0,100.0
XASICBOOST,2017-04-11,1,2017-04-14,1,2017-04-27,1,2017-04-27,0,100.0,0.0,100.0
XEMANDJAPAN,2017-04-12,1,2017-04-15,1,2017-04-29,1,2017-04-29,0,100.0,0.0,100.0
REJECTEDVIX,2017-04-20,1,2017-04-20,1,2017-04-29,1,2017-04-29,0,700.0,0.0,700.0
PREMSA,2016-11-29,1,2017-03-09,1,2017-04-30,1,2017-04-30,0,600.0,0.0,600.0
ETCCHAN,2017-04-21,1,2017-04-29,1,2017-04-30,1,2017-04-30,0,500.0,0.0,500.0
RAMENSOG,2017-04-22,1,2017-04-22,1,2017-04-30,1,2017-04-30,0,150.0,0.0,150.0
COINDESKCARD,2017-03-23,1,2017-03-23,1,2017-05-01,1,2017-05-01,0,2000.0,0.0,2000.0
ERISPEPE,2017-03-30,1,2017-04-16,1,2017-05-03,1,2017-05-03,0,111.0,0.0,111.0
PEPEXILE,2017-05-03,1,2017-05-03,1,2017-05-03,1,2017-05-03,0,300.0,0.0,300.0
PEPENOFF,2017-02-20,1,2017-02-23,1,2017-05-04,1,2017-05-04,0,100.0,0.0,100.0
PEPESHKRELI,2017-03-27,1,2017-04-14,1,2017-05-04,1,2017-05-04,0,222.0,0.0,222.0
MIDIPEPE,2017-03-29,1,2017-03-29,1,2017-05-05,1,2017-05-05,0,128.0,0.0,128.0
PEPEZILLA,2017-02-20,1,2017-05-04,1,2017-05-06,1,2017-05-06,0,1954.0,0.0,1954.0
NEUROPEPE,2017-03-07,1,2017-03-13,1,2017-05-06,1,2017-05-06,0,111.0,0.0,111.0
PEPEHONDO,2017-04-18,1,2017-04-18,1,2017-05-06,1,2017-05-06,0,100.0,0.0,100.0
NULLCPEPE,2017-02-06,1,2017-04-15,1,2017-05-07,1,2017-05-07,0,2000.0,0.0,2000.0
JOKERPEPEKEK,2017-03-29,1,2017-03-29,1,2017-05-07,1,2017-05-07,0,777.0,0.0,777.0
PEPECANCAN,2017-04-17,1,2017-04-17,1,2017-05-07,1,2017-05-07,0,100.0,0.0,100.0
THEJOYOFPEPE,2017-02-10,1,2017-03-31,1,2017-05-08,1,2017-05-08,0,1169.0,0.0,1169.0
PEPEISUNITY,2017-02-18,1,2017-05-03,1,2017-05-08,1,2017-05-08,0,143.0,0.0,143.0
THEPEPEZONE,2017-03-31,1,2017-03-31,1,2017-05-08,1,2017-05-08,0,169.0,0.0,169.0
THREERARE,2017-03-31,1,2017-03-31,1,2017-05-08,1,2017-05-08,0,333.0,0.0,333.0
PEPERMAID,2017-03-31,1,2017-03-31,1,2017-05-08,1,2017-05-08,0,555.0,0.0,555.0
KEKUIT,2017-04-16,1,2017-05-03,1,2017-05-08,1,2017-05-08,0,134.0,0.0,134.0
PEPEZIO,2017-04-25,1,2017-05-02,1,2017-05-08,1,2017-05-08,0,1000.0,0.0,1000.0
DEEPWEBPEPE,2017-05-03,1,2017-05-04,1,2017-05-08,1,2017-05-08,0,500.0,0.0,500.0
UNDERCONTROL,2017-04-08,1,2017-04-08,1,2017-05-09,1,2017-05-09,0,108.0,0.0,108.0
NEMGIRL,2017-04-09,1,2017-04-09,1,2017-05-09,1,2017-05-09,0,1000.0,0.0,1000.0
CRYPTOGIRLS,2017-04-09,1,2017-04-09,1,2017-05-09,1,2017-05-09,0,1000.0,0.0,1000.0
PEPEPUMPETTE,2017-04-18,1,2017-04-18,1,2017-05-09,1,2017-05-09,0,123.0,0.0,123.0
ETHFRONTIER,2017-04-20,1,2017-04-20,1,2017-05-09,1,2017-05-09,0,100.0,0.0,100.0
ETHHOMESTEAD,2017-04-20,1,2017-04-20,1,2017-05-09,1,2017-05-09,0,100.0,0.0,100.0
ECOBITWOMAN,2017-04-20,1,2017-04-20,1,2017-05-09,1,2017-05-09,0,100.0,0.0,100.0
VAPORMAGIC,2017-04-23,1,2017-05-02,1,2017-05-09,1,2017-05-09,0,300.0,0.0,300.0
PEPEHODLER,2017-04-27,1,2017-05-03,1,2017-05-09,1,2017-05-09,0,300.0,0.0,300.0
SATOSHICLUB,2017-04-29,1,2017-04-29,1,2017-05-09,1,2017-05-09,0,1000.0,0.0,1000.0
PEPEDON,2017-05-06,1,2017-05-07,1,2017-05-09,1,2017-05-09,0,300.0,0.0,300.0
ZECFOTHEMOON,2017-04-16,1,2017-04-26,1,2017-05-10,1,2017-05-10,0,500.0,300.0,200.0
PEPEJOANARC,2017-05-04,1,2017-05-04,1,2017-05-10,1,2017-05-10,0,100.0,0.0,100.0
BCCARD,2017-05-09,1,2017-05-10,1,2017-05-10,1,2017-05-10,0,200.0,0.0,200.0
PEPEAUCTIOND,2017-05-05,1,2017-05-05,1,2017-05-11,1,2017-05-11,0,1000.0,0.0,1000.0
PEPENIETZSCH,2017-05-06,1,2017-05-06,1,2017-05-11,1,2017-05-11,0,100.0,0.0,100.0
PEPEBALT,2016-10-16,1,2016-10-17,1,2017-05-12,1,2017-05-12,0,600.0,0.0,600.0
STACYPEPE,2017-04-09,1,2017-05-04,1,2017-05-12,1,2017-05-12,0,100.0,0.0,100.0
CANNONPEPE,2017-05-04,1,2017-05-05,1,2017-05-12,1,2017-05-12,0,121.0,0.0,121.0
THETIMES,2017-05-05,1,2017-05-10,1,2017-05-12,1,2017-05-12,0,100.0,0.0,100.0
ONEPUNCHPEPE,2017-05-06,1,2017-05-06,1,2017-05-12,1,2017-05-12,0,1000.0,0.0,1000.0
PEPEFRENCH,2017-05-05,1,2017-05-06,1,2017-05-14,1,2017-05-14,0,300.0,0.0,300.0
PRINCEOFICE,2017-04-07,1,2017-04-07,1,2017-05-15,1,2017-05-15,0,800.0,0.0,800.0
UASFARMY,2017-05-04,1,2017-05-07,1,2017-05-15,1,2017-05-15,0,500.0,0.0,500.0
DOGETHEREUM,2017-05-04,1,2017-05-07,1,2017-05-15,1,2017-05-15,0,500.0,0.0,500.0
PEPELAMBO,2017-02-15,1,2017-02-15,1,2017-05-16,1,2017-05-16,0,100.0,0.0,100.0
PEPELAMA,2017-04-15,1,2017-04-16,1,2017-05-17,1,2017-05-17,0,100.0,0.0,100.0
